#h_time,t_alpha/°C,out_alpha/12bit,t_beta/°C,out_beta/12bit,t_gamma/°C,out_gamma/12bit,t_epsilon/°C,out_epsilon/12bit,t_my/°C,out_my/12bit,t_amb/°C,u_time,timestamp,unix_time,h_time
,25.06,0.0,24.87,1112.0,24.87,1112.0,24.94,520.0,24.87,1088.0,12.0,1718143050,2024-06-11 21:57:30,1718143050,2024-06-11T21:57:30
,25.06,0.0,24.87,1128.0,24.87,1128.0,24.94,528.0,24.87,1104.0,11.94,1718143051,2024-06-11 21:57:31,1718143051,2024-06-11T21:57:31
,25.06,0.0,24.87,1128.0,24.87,1128.0,24.94,528.0,24.87,1104.0,12.0,1718143052,2024-06-11 21:57:32,1718143052,2024-06-11T21:57:32
,25.06,0.0,24.87,1128.0,24.87,1128.0,24.94,528.0,24.87,1104.0,11.94,1718143053,2024-06-11 21:57:33,1718143053,2024-06-11T21:57:33
,25.06,0.0,24.87,1144.0,24.87,1144.0,24.94,536.0,24.87,1120.0,12.0,1718143054,2024-06-11 21:57:34,1718143054,2024-06-11T21:57:34
,25.06,0.0,24.87,1144.0,24.87,1144.0,24.94,536.0,24.87,1120.0,12.0,1718143055,2024-06-11 21:57:35,1718143055,2024-06-11T21:57:35
,25.06,0.0,24.87,1160.0,24.87,1160.0,24.94,544.0,24.87,1136.0,12.0,1718143056,2024-06-11 21:57:36,1718143056,2024-06-11T21:57:36
,25.06,0.0,24.87,1160.0,24.87,1160.0,24.87,544.0,24.87,1136.0,12.0,1718143057,2024-06-11 21:57:37,1718143057,2024-06-11T21:57:37
,25.06,0.0,24.87,1176.0,24.87,1176.0,24.94,552.0,24.87,1152.0,12.0,1718143058,2024-06-11 21:57:38,1718143058,2024-06-11T21:57:38
,25.06,0.0,24.87,1176.0,24.87,1176.0,24.87,552.0,24.87,1152.0,11.94,1718143059,2024-06-11 21:57:39,1718143059,2024-06-11T21:57:39
,25.06,0.0,24.87,1176.0,24.81,1176.0,24.87,552.0,24.87,1152.0,11.94,1718143060,2024-06-11 21:57:40,1718143060,2024-06-11T21:57:40
,25.0,0.0,24.87,1192.0,24.87,1192.0,24.87,1080.0,24.87,1168.0,11.94,1718143061,2024-06-11 21:57:41,1718143061,2024-06-11T21:57:41
,25.0,0.0,24.87,1192.0,24.81,1192.0,24.87,1080.0,24.87,1168.0,11.94,1718143062,2024-06-11 21:57:42,1718143062,2024-06-11T21:57:42
,25.0,0.0,24.87,1208.0,24.87,1208.0,24.87,1096.0,24.87,1184.0,12.0,1718143063,2024-06-11 21:57:43,1718143063,2024-06-11T21:57:43
,25.0,0.0,24.87,1208.0,24.87,1208.0,24.87,1096.0,24.87,1184.0,11.94,1718143064,2024-06-11 21:57:44,1718143064,2024-06-11T21:57:44
,25.0,0.0,24.87,1208.0,24.87,1208.0,24.87,1096.0,24.87,1184.0,11.94,1718143065,2024-06-11 21:57:45,1718143065,2024-06-11T21:57:45
,25.0,0.0,24.87,1224.0,24.81,4095.0,24.87,1112.0,24.87,1200.0,11.94,1718143066,2024-06-11 21:57:46,1718143066,2024-06-11T21:57:46
,25.0,0.0,24.87,1224.0,24.81,4095.0,24.87,1112.0,24.87,1200.0,11.94,1718143067,2024-06-11 21:57:47,1718143067,2024-06-11T21:57:47
,25.0,0.0,24.87,1240.0,24.81,4095.0,24.87,1128.0,24.87,1216.0,11.94,1718143068,2024-06-11 21:57:48,1718143068,2024-06-11T21:57:48
,25.0,0.0,24.87,1240.0,24.81,4095.0,24.87,1128.0,24.87,1216.0,11.94,1718143069,2024-06-11 21:57:49,1718143069,2024-06-11T21:57:49
,25.0,0.0,24.81,4095.0,24.81,4095.0,24.81,4095.0,24.87,1232.0,11.94,1718143070,2024-06-11 21:57:50,1718143070,2024-06-11T21:57:50
,24.94,0.0,24.81,4095.0,24.87,4095.0,24.87,4095.0,24.87,1232.0,11.94,1718143071,2024-06-11 21:57:51,1718143071,2024-06-11T21:57:51
,25.0,0.0,24.81,4095.0,24.87,4095.0,24.87,4095.0,24.87,1232.0,11.94,1718143072,2024-06-11 21:57:52,1718143072,2024-06-11T21:57:52
,24.94,520.0,24.81,4095.0,24.87,4095.0,24.81,4095.0,24.87,1248.0,11.94,1718143073,2024-06-11 21:57:53,1718143073,2024-06-11T21:57:53
,24.94,520.0,24.87,4095.0,24.87,4095.0,24.81,4095.0,24.87,1248.0,11.94,1718143074,2024-06-11 21:57:54,1718143074,2024-06-11T21:57:54
,24.94,528.0,24.87,4095.0,24.87,4095.0,24.87,4095.0,24.87,1264.0,11.94,1718143075,2024-06-11 21:57:55,1718143075,2024-06-11T21:57:55
,24.94,528.0,24.87,4095.0,24.87,4095.0,24.87,4095.0,24.87,1264.0,11.94,1718143076,2024-06-11 21:57:56,1718143076,2024-06-11T21:57:56
,24.94,528.0,24.87,4095.0,24.87,4095.0,24.87,4095.0,24.87,1264.0,11.94,1718143077,2024-06-11 21:57:57,1718143077,2024-06-11T21:57:57
,24.94,536.0,24.87,4095.0,24.94,4095.0,24.87,4095.0,24.81,4095.0,11.94,1718143078,2024-06-11 21:57:58,1718143078,2024-06-11T21:57:58
,24.94,536.0,24.87,4095.0,24.94,4095.0,24.87,4095.0,24.87,4095.0,11.88,1718143079,2024-06-11 21:57:59,1718143079,2024-06-11T21:57:59
,24.94,544.0,24.87,4095.0,24.94,4095.0,24.87,4095.0,24.81,4095.0,11.94,1718143080,2024-06-11 21:58:00,1718143080,2024-06-11T21:58:00
,24.94,544.0,24.87,4095.0,24.94,4095.0,24.87,4095.0,24.81,4095.0,11.94,1718143081,2024-06-11 21:58:01,1718143081,2024-06-11T21:58:01
,24.94,552.0,24.87,4095.0,24.94,4095.0,24.87,4095.0,24.81,4095.0,11.88,1718143082,2024-06-11 21:58:02,1718143082,2024-06-11T21:58:02
,24.87,552.0,24.87,4095.0,24.94,4095.0,24.87,4095.0,24.87,4095.0,11.88,1718143083,2024-06-11 21:58:03,1718143083,2024-06-11T21:58:03
,24.87,552.0,24.94,4095.0,24.94,4095.0,24.94,4095.0,24.87,4095.0,11.94,1718143084,2024-06-11 21:58:04,1718143084,2024-06-11T21:58:04
,24.87,1080.0,24.94,4095.0,25.0,4095.0,24.94,4095.0,24.87,4095.0,11.88,1718143085,2024-06-11 21:58:05,1718143085,2024-06-11T21:58:05
,24.87,1080.0,24.94,4095.0,25.0,4095.0,24.94,4095.0,24.87,4095.0,11.88,1718143086,2024-06-11 21:58:06,1718143086,2024-06-11T21:58:06
,24.87,1096.0,24.94,4095.0,25.0,4095.0,24.94,4095.0,24.87,4095.0,11.88,1718143087,2024-06-11 21:58:07,1718143087,2024-06-11T21:58:07
,24.87,1096.0,24.94,4095.0,25.0,4095.0,24.94,4095.0,24.87,4095.0,11.88,1718143088,2024-06-11 21:58:08,1718143088,2024-06-11T21:58:08
,24.87,1096.0,24.94,4095.0,25.0,4095.0,24.94,4095.0,24.87,4095.0,11.88,1718143089,2024-06-11 21:58:09,1718143089,2024-06-11T21:58:09
,24.87,1112.0,25.0,4095.0,25.06,2039.0,25.0,4095.0,24.94,4095.0,11.88,1718143090,2024-06-11 21:58:10,1718143090,2024-06-11T21:58:10
,24.87,1112.0,25.0,4095.0,25.06,2039.0,25.0,4095.0,24.94,4095.0,11.88,1718143091,2024-06-11 21:58:11,1718143091,2024-06-11T21:58:11
,24.87,1128.0,25.0,4095.0,25.06,2031.0,25.0,4095.0,24.94,4095.0,11.88,1718143092,2024-06-11 21:58:12,1718143092,2024-06-11T21:58:12
,24.87,1128.0,25.0,4095.0,25.06,2031.0,25.0,4095.0,24.94,4095.0,11.88,1718143093,2024-06-11 21:58:13,1718143093,2024-06-11T21:58:13
,24.87,1144.0,25.0,4095.0,25.12,0.0,25.0,4095.0,24.94,4095.0,11.88,1718143094,2024-06-11 21:58:14,1718143094,2024-06-11T21:58:14
,24.87,1144.0,25.06,4095.0,25.12,0.0,25.0,4095.0,24.94,4095.0,11.88,1718143095,2024-06-11 21:58:15,1718143095,2024-06-11T21:58:15
,24.87,1144.0,25.06,4095.0,25.12,0.0,25.06,4095.0,25.0,4095.0,11.88,1718143096,2024-06-11 21:58:16,1718143096,2024-06-11T21:58:16
,24.87,1160.0,25.06,2039.0,25.12,0.0,25.06,2039.0,25.0,4095.0,11.88,1718143097,2024-06-11 21:58:17,1718143097,2024-06-11T21:58:17
,24.87,1160.0,25.06,2039.0,25.12,0.0,25.06,2039.0,25.0,4095.0,11.88,1718143098,2024-06-11 21:58:18,1718143098,2024-06-11T21:58:18
,24.87,1176.0,25.06,2031.0,25.12,0.0,25.06,2031.0,25.0,4095.0,11.88,1718143099,2024-06-11 21:58:19,1718143099,2024-06-11T21:58:19
,24.87,1176.0,25.06,2031.0,25.12,0.0,25.06,2031.0,25.0,4095.0,11.88,1718143100,2024-06-11 21:58:20,1718143100,2024-06-11T21:58:20
,24.87,1176.0,25.12,2031.0,25.12,0.0,25.06,2031.0,25.06,4095.0,11.88,1718143101,2024-06-11 21:58:21,1718143101,2024-06-11T21:58:21
,24.81,4095.0,25.12,0.0,25.12,0.0,25.12,0.0,25.06,2039.0,11.88,1718143102,2024-06-11 21:58:22,1718143102,2024-06-11T21:58:22
,24.81,4095.0,25.12,0.0,25.12,0.0,25.12,0.0,25.06,2039.0,11.88,1718143103,2024-06-11 21:58:23,1718143103,2024-06-11T21:58:23
,24.87,4095.0,25.12,0.0,25.12,0.0,25.12,0.0,25.06,2031.0,11.88,1718143104,2024-06-11 21:58:24,1718143104,2024-06-11T21:58:24
,24.81,4095.0,25.12,0.0,25.12,0.0,25.12,0.0,25.12,2031.0,11.88,1718143105,2024-06-11 21:58:25,1718143105,2024-06-11T21:58:25
,24.87,4095.0,25.12,0.0,25.12,0.0,25.12,0.0,25.12,0.0,11.88,1718143106,2024-06-11 21:58:26,1718143106,2024-06-11T21:58:26
,24.87,4095.0,25.12,0.0,25.12,0.0,25.12,0.0,25.12,0.0,11.88,1718143107,2024-06-11 21:58:27,1718143107,2024-06-11T21:58:27
,24.87,4095.0,25.12,0.0,25.12,0.0,25.12,0.0,25.12,0.0,11.88,1718143108,2024-06-11 21:58:28,1718143108,2024-06-11T21:58:28
,24.87,4095.0,25.12,0.0,25.12,0.0,25.12,0.0,25.12,0.0,11.88,1718143109,2024-06-11 21:58:29,1718143109,2024-06-11T21:58:29
,24.87,4095.0,25.19,0.0,25.12,0.0,25.12,0.0,25.12,0.0,11.88,1718143110,2024-06-11 21:58:30,1718143110,2024-06-11T21:58:30
,24.87,4095.0,25.12,0.0,25.12,0.0,25.12,0.0,25.12,0.0,11.88,1718143111,2024-06-11 21:58:31,1718143111,2024-06-11T21:58:31
,24.87,4095.0,25.12,0.0,25.12,0.0,25.12,0.0,25.12,0.0,11.88,1718143112,2024-06-11 21:58:32,1718143112,2024-06-11T21:58:32
,24.87,4095.0,25.12,0.0,25.12,0.0,25.12,0.0,25.12,0.0,11.88,1718143113,2024-06-11 21:58:33,1718143113,2024-06-11T21:58:33
,24.94,4095.0,25.12,0.0,25.06,0.0,25.12,0.0,25.12,0.0,11.88,1718143114,2024-06-11 21:58:34,1718143114,2024-06-11T21:58:34
,24.94,4095.0,25.12,0.0,25.06,0.0,25.12,0.0,25.19,0.0,11.88,1718143115,2024-06-11 21:58:35,1718143115,2024-06-11T21:58:35
,24.94,4095.0,25.12,0.0,25.06,0.0,25.12,0.0,25.12,0.0,11.88,1718143116,2024-06-11 21:58:36,1718143116,2024-06-11T21:58:36
,24.94,4095.0,25.12,0.0,25.06,0.0,25.12,0.0,25.12,0.0,11.88,1718143117,2024-06-11 21:58:37,1718143117,2024-06-11T21:58:37
,24.94,4095.0,25.12,0.0,25.06,0.0,25.12,0.0,25.12,0.0,11.88,1718143118,2024-06-11 21:58:38,1718143118,2024-06-11T21:58:38
,25.0,4095.0,25.12,0.0,25.06,0.0,25.06,0.0,25.12,0.0,11.94,1718143119,2024-06-11 21:58:39,1718143119,2024-06-11T21:58:39
,25.0,4095.0,25.12,0.0,25.06,0.0,25.12,0.0,25.12,0.0,11.88,1718143120,2024-06-11 21:58:40,1718143120,2024-06-11T21:58:40
,25.0,4095.0,25.12,0.0,25.06,0.0,25.06,0.0,25.12,0.0,11.88,1718143121,2024-06-11 21:58:41,1718143121,2024-06-11T21:58:41
,25.0,4095.0,25.12,0.0,25.06,0.0,25.06,0.0,25.12,0.0,11.88,1718143122,2024-06-11 21:58:42,1718143122,2024-06-11T21:58:42
,25.0,4095.0,25.12,0.0,25.06,0.0,25.06,0.0,25.12,0.0,11.88,1718143123,2024-06-11 21:58:43,1718143123,2024-06-11T21:58:43
,25.0,4095.0,25.12,0.0,25.06,0.0,25.06,0.0,25.12,0.0,11.88,1718143124,2024-06-11 21:58:44,1718143124,2024-06-11T21:58:44
,25.06,4095.0,25.12,0.0,25.06,0.0,25.06,0.0,25.12,0.0,11.88,1718143125,2024-06-11 21:58:45,1718143125,2024-06-11T21:58:45
,25.06,2039.0,25.12,0.0,25.06,0.0,25.06,0.0,25.12,0.0,11.88,1718143126,2024-06-11 21:58:46,1718143126,2024-06-11T21:58:46
,25.06,2039.0,25.12,0.0,25.0,0.0,25.06,0.0,25.12,0.0,11.88,1718143127,2024-06-11 21:58:47,1718143127,2024-06-11T21:58:47
,25.06,2031.0,25.12,0.0,25.0,0.0,25.06,0.0,25.12,0.0,11.88,1718143128,2024-06-11 21:58:48,1718143128,2024-06-11T21:58:48
,25.06,2031.0,25.12,0.0,25.0,0.0,25.0,0.0,25.12,0.0,11.88,1718143129,2024-06-11 21:58:49,1718143129,2024-06-11T21:58:49
,25.12,0.0,25.12,0.0,25.0,0.0,25.0,0.0,25.12,0.0,11.88,1718143130,2024-06-11 21:58:50,1718143130,2024-06-11T21:58:50
,25.12,0.0,25.06,0.0,25.0,0.0,25.0,0.0,25.12,0.0,11.88,1718143131,2024-06-11 21:58:51,1718143131,2024-06-11T21:58:51
,25.12,0.0,25.06,0.0,25.0,0.0,25.0,0.0,25.06,0.0,11.88,1718143132,2024-06-11 21:58:52,1718143132,2024-06-11T21:58:52
,25.12,0.0,25.06,0.0,25.0,0.0,25.0,0.0,25.12,0.0,11.88,1718143133,2024-06-11 21:58:53,1718143133,2024-06-11T21:58:53
,25.12,0.0,25.06,0.0,25.0,0.0,25.0,0.0,25.06,0.0,11.88,1718143134,2024-06-11 21:58:54,1718143134,2024-06-11T21:58:54
,25.12,0.0,25.06,0.0,25.0,0.0,25.0,0.0,25.06,0.0,11.88,1718143135,2024-06-11 21:58:55,1718143135,2024-06-11T21:58:55
,25.19,0.0,25.06,0.0,25.0,0.0,25.0,0.0,25.06,0.0,11.88,1718143136,2024-06-11 21:58:56,1718143136,2024-06-11T21:58:56
,25.12,0.0,25.06,0.0,25.0,0.0,25.0,0.0,25.06,0.0,11.88,1718143137,2024-06-11 21:58:57,1718143137,2024-06-11T21:58:57
,25.19,0.0,25.06,0.0,24.94,520.0,25.0,0.0,25.06,0.0,11.88,1718143138,2024-06-11 21:58:58,1718143138,2024-06-11T21:58:58
,25.19,0.0,25.06,0.0,24.94,520.0,24.94,0.0,25.06,0.0,11.88,1718143139,2024-06-11 21:58:59,1718143139,2024-06-11T21:58:59
,25.19,0.0,25.06,0.0,24.94,528.0,24.94,520.0,25.06,0.0,11.88,1718143140,2024-06-11 21:59:00,1718143140,2024-06-11T21:59:00
,25.19,0.0,25.06,0.0,24.94,528.0,24.94,520.0,25.06,0.0,11.88,1718143141,2024-06-11 21:59:01,1718143141,2024-06-11T21:59:01
,25.12,0.0,25.0,0.0,24.94,536.0,24.94,528.0,25.06,0.0,11.88,1718143142,2024-06-11 21:59:02,1718143142,2024-06-11T21:59:02
,25.19,0.0,25.0,0.0,24.94,536.0,24.94,528.0,25.06,0.0,11.88,1718143143,2024-06-11 21:59:03,1718143143,2024-06-11T21:59:03
,25.12,0.0,25.0,0.0,24.94,536.0,24.94,528.0,25.06,0.0,11.88,1718143144,2024-06-11 21:59:04,1718143144,2024-06-11T21:59:04
,25.19,0.0,25.0,0.0,24.94,544.0,24.94,536.0,25.06,0.0,11.88,1718143145,2024-06-11 21:59:05,1718143145,2024-06-11T21:59:05
,25.12,0.0,25.0,0.0,24.94,544.0,24.94,536.0,25.0,0.0,11.88,1718143146,2024-06-11 21:59:06,1718143146,2024-06-11T21:59:06
,25.12,0.0,25.0,0.0,24.94,552.0,24.94,544.0,25.0,0.0,11.88,1718143147,2024-06-11 21:59:07,1718143147,2024-06-11T21:59:07
,25.12,0.0,25.0,0.0,24.87,552.0,24.87,544.0,25.0,0.0,11.88,1718143148,2024-06-11 21:59:08,1718143148,2024-06-11T21:59:08
,25.12,0.0,25.0,0.0,24.87,552.0,24.94,544.0,25.0,0.0,11.88,1718143149,2024-06-11 21:59:09,1718143149,2024-06-11T21:59:09
,25.12,0.0,25.0,0.0,24.94,1080.0,24.87,1072.0,25.0,0.0,11.88,1718143150,2024-06-11 21:59:10,1718143150,2024-06-11T21:59:10
,25.12,0.0,25.0,0.0,24.87,1080.0,24.87,1072.0,25.0,0.0,11.88,1718143151,2024-06-11 21:59:11,1718143151,2024-06-11T21:59:11
,25.12,0.0,24.94,520.0,24.87,1096.0,24.87,1088.0,25.0,0.0,11.88,1718143152,2024-06-11 21:59:12,1718143152,2024-06-11T21:59:12
,25.12,0.0,24.94,520.0,24.87,1096.0,24.87,1088.0,25.0,0.0,11.88,1718143153,2024-06-11 21:59:13,1718143153,2024-06-11T21:59:13
,25.12,0.0,24.94,528.0,24.87,1112.0,24.87,1104.0,25.0,0.0,11.88,1718143154,2024-06-11 21:59:14,1718143154,2024-06-11T21:59:14
,25.12,0.0,24.94,528.0,24.87,1112.0,24.87,1104.0,25.0,0.0,11.88,1718143155,2024-06-11 21:59:15,1718143155,2024-06-11T21:59:15
,25.12,0.0,24.94,528.0,24.87,1112.0,24.87,1104.0,25.0,0.0,11.88,1718143156,2024-06-11 21:59:16,1718143156,2024-06-11T21:59:16
,25.12,0.0,24.94,536.0,24.87,1128.0,24.87,1120.0,24.94,520.0,11.88,1718143157,2024-06-11 21:59:17,1718143157,2024-06-11T21:59:17
,25.12,0.0,24.94,536.0,24.87,1128.0,24.87,1120.0,24.94,520.0,11.88,1718143158,2024-06-11 21:59:18,1718143158,2024-06-11T21:59:18
,25.12,0.0,24.94,544.0,24.87,1144.0,24.87,1136.0,24.94,528.0,11.88,1718143159,2024-06-11 21:59:19,1718143159,2024-06-11T21:59:19
,25.12,0.0,24.94,544.0,24.87,1144.0,24.87,1136.0,24.94,528.0,11.88,1718143160,2024-06-11 21:59:20,1718143160,2024-06-11T21:59:20
,25.06,0.0,24.94,544.0,24.87,1144.0,24.87,1136.0,24.94,528.0,11.88,1718143161,2024-06-11 21:59:21,1718143161,2024-06-11T21:59:21
,25.06,0.0,24.94,1072.0,24.87,1160.0,24.87,1152.0,24.94,536.0,11.88,1718143162,2024-06-11 21:59:22,1718143162,2024-06-11T21:59:22
,25.06,0.0,24.94,1072.0,24.87,1160.0,24.87,1152.0,24.94,536.0,11.88,1718143163,2024-06-11 21:59:23,1718143163,2024-06-11T21:59:23
,25.06,0.0,24.87,1088.0,24.87,1176.0,24.87,1168.0,24.94,544.0,11.88,1718143164,2024-06-11 21:59:24,1718143164,2024-06-11T21:59:24
,25.06,0.0,24.87,1088.0,24.87,1176.0,24.81,1168.0,24.94,544.0,11.88,1718143165,2024-06-11 21:59:25,1718143165,2024-06-11T21:59:25
,25.06,0.0,24.87,1104.0,24.87,1192.0,24.81,4095.0,24.94,552.0,11.88,1718143166,2024-06-11 21:59:26,1718143166,2024-06-11T21:59:26
,25.06,0.0,24.87,1104.0,24.87,1192.0,24.81,4095.0,24.87,552.0,11.88,1718143167,2024-06-11 21:59:27,1718143167,2024-06-11T21:59:27
,25.06,0.0,24.87,1104.0,24.81,1192.0,24.81,4095.0,24.87,552.0,11.88,1718143168,2024-06-11 21:59:28,1718143168,2024-06-11T21:59:28
,25.06,0.0,24.87,1120.0,24.81,4095.0,24.81,4095.0,24.87,1080.0,11.88,1718143169,2024-06-11 21:59:29,1718143169,2024-06-11T21:59:29
,25.06,0.0,24.87,1120.0,24.81,4095.0,24.81,4095.0,24.87,1080.0,11.88,1718143170,2024-06-11 21:59:30,1718143170,2024-06-11T21:59:30
,25.06,0.0,24.87,1136.0,24.81,4095.0,24.81,4095.0,24.87,1096.0,11.88,1718143171,2024-06-11 21:59:31,1718143171,2024-06-11T21:59:31
,25.0,0.0,24.87,1136.0,24.81,4095.0,24.81,4095.0,24.87,1096.0,11.88,1718143172,2024-06-11 21:59:32,1718143172,2024-06-11T21:59:32
,25.0,0.0,24.87,1136.0,24.87,4095.0,24.81,4095.0,24.87,1096.0,11.88,1718143173,2024-06-11 21:59:33,1718143173,2024-06-11T21:59:33
,25.0,0.0,24.87,1152.0,24.87,4095.0,24.87,4095.0,24.87,1112.0,11.88,1718143174,2024-06-11 21:59:34,1718143174,2024-06-11T21:59:34
,25.0,0.0,24.87,1152.0,24.87,4095.0,24.87,4095.0,24.87,1112.0,11.88,1718143175,2024-06-11 21:59:35,1718143175,2024-06-11T21:59:35
,25.0,0.0,24.87,1168.0,24.87,4095.0,24.87,4095.0,24.87,1128.0,11.88,1718143176,2024-06-11 21:59:36,1718143176,2024-06-11T21:59:36
,25.0,0.0,24.87,1168.0,24.87,4095.0,24.87,4095.0,24.87,1128.0,11.88,1718143177,2024-06-11 21:59:37,1718143177,2024-06-11T21:59:37
,25.0,0.0,24.87,1184.0,24.87,4095.0,24.87,4095.0,24.87,1144.0,11.88,1718143178,2024-06-11 21:59:38,1718143178,2024-06-11T21:59:38
,25.0,0.0,24.87,1184.0,24.87,4095.0,24.87,4095.0,24.87,1144.0,11.88,1718143179,2024-06-11 21:59:39,1718143179,2024-06-11T21:59:39
,24.94,0.0,24.87,1184.0,24.87,4095.0,24.87,4095.0,24.87,1144.0,11.88,1718143180,2024-06-11 21:59:40,1718143180,2024-06-11T21:59:40
,25.0,0.0,24.87,1200.0,24.87,4095.0,24.94,4095.0,24.87,1160.0,11.88,1718143181,2024-06-11 21:59:41,1718143181,2024-06-11T21:59:41
,24.94,0.0,24.87,1200.0,24.94,4095.0,24.94,4095.0,24.87,1160.0,11.88,1718143182,2024-06-11 21:59:42,1718143182,2024-06-11T21:59:42
,24.94,520.0,24.87,1216.0,24.94,4095.0,24.94,4095.0,24.87,1176.0,11.81,1718143183,2024-06-11 21:59:43,1718143183,2024-06-11T21:59:43
,24.94,520.0,24.87,1216.0,24.94,4095.0,24.94,4095.0,24.87,1176.0,11.88,1718143184,2024-06-11 21:59:44,1718143184,2024-06-11T21:59:44
,24.94,520.0,24.87,1216.0,24.94,4095.0,24.94,4095.0,24.87,1176.0,11.88,1718143185,2024-06-11 21:59:45,1718143185,2024-06-11T21:59:45
,24.94,528.0,24.87,1232.0,24.94,4095.0,24.94,4095.0,24.81,1192.0,11.88,1718143186,2024-06-11 21:59:46,1718143186,2024-06-11T21:59:46
,24.94,528.0,24.87,1232.0,25.0,4095.0,25.0,4095.0,24.87,1192.0,11.81,1718143187,2024-06-11 21:59:47,1718143187,2024-06-11T21:59:47
,24.94,536.0,24.87,1248.0,25.0,4095.0,25.0,4095.0,24.81,4095.0,11.81,1718143188,2024-06-11 21:59:48,1718143188,2024-06-11T21:59:48
,24.94,536.0,24.87,1248.0,25.0,4095.0,25.0,4095.0,24.87,4095.0,11.81,1718143189,2024-06-11 21:59:49,1718143189,2024-06-11T21:59:49
,24.94,544.0,24.87,1264.0,25.0,4095.0,25.0,4095.0,24.87,4095.0,11.81,1718143190,2024-06-11 21:59:50,1718143190,2024-06-11T21:59:50
,24.94,544.0,24.87,1264.0,25.0,4095.0,25.0,4095.0,24.87,4095.0,11.81,1718143191,2024-06-11 21:59:51,1718143191,2024-06-11T21:59:51
,24.87,544.0,24.87,1264.0,25.06,4095.0,25.06,4095.0,24.87,4095.0,11.81,1718143192,2024-06-11 21:59:52,1718143192,2024-06-11T21:59:52
,24.87,1072.0,24.81,4095.0,25.06,2039.0,25.06,2039.0,24.87,4095.0,11.81,1718143193,2024-06-11 21:59:53,1718143193,2024-06-11T21:59:53
,24.87,1072.0,24.81,4095.0,25.06,2039.0,25.06,2039.0,24.87,4095.0,11.81,1718143194,2024-06-11 21:59:54,1718143194,2024-06-11T21:59:54
,24.87,1088.0,24.81,4095.0,25.06,2031.0,25.06,2031.0,24.87,4095.0,11.81,1718143195,2024-06-11 21:59:55,1718143195,2024-06-11T21:59:55
,24.87,1088.0,24.87,4095.0,25.06,2031.0,25.06,2031.0,24.87,4095.0,11.81,1718143196,2024-06-11 21:59:56,1718143196,2024-06-11T21:59:56
,24.87,1104.0,24.87,4095.0,25.12,0.0,25.12,0.0,24.87,4095.0,11.81,1718143197,2024-06-11 21:59:57,1718143197,2024-06-11T21:59:57
,24.87,1104.0,24.87,4095.0,25.12,0.0,25.12,0.0,24.87,4095.0,11.81,1718143198,2024-06-11 21:59:58,1718143198,2024-06-11T21:59:58
,24.87,1104.0,24.87,4095.0,25.12,0.0,25.12,0.0,24.87,4095.0,11.81,1718143199,2024-06-11 21:59:59,1718143199,2024-06-11T21:59:59
,24.87,1120.0,24.87,4095.0,25.12,0.0,25.12,0.0,24.87,4095.0,11.81,1718143200,2024-06-11 22:00:00,1718143200,2024-06-11T22:00:00
,24.87,1120.0,24.87,4095.0,25.12,0.0,25.12,0.0,24.94,4095.0,11.81,1718143201,2024-06-11 22:00:01,1718143201,2024-06-11T22:00:01
,24.87,1136.0,24.87,4095.0,25.12,0.0,25.12,0.0,24.94,4095.0,11.81,1718143202,2024-06-11 22:00:02,1718143202,2024-06-11T22:00:02
,24.87,1136.0,24.87,4095.0,25.12,0.0,25.12,0.0,24.94,4095.0,11.81,1718143203,2024-06-11 22:00:03,1718143203,2024-06-11T22:00:03
,24.87,1136.0,24.87,4095.0,25.12,0.0,25.12,0.0,24.94,4095.0,11.81,1718143204,2024-06-11 22:00:04,1718143204,2024-06-11T22:00:04
,24.87,1152.0,24.94,4095.0,25.12,0.0,25.12,0.0,24.94,4095.0,11.81,1718143205,2024-06-11 22:00:05,1718143205,2024-06-11T22:00:05
,24.87,1152.0,24.94,4095.0,25.12,0.0,25.12,0.0,25.0,4095.0,11.81,1718143206,2024-06-11 22:00:06,1718143206,2024-06-11T22:00:06
,24.87,1168.0,24.94,4095.0,25.12,0.0,25.12,0.0,25.0,4095.0,11.81,1718143207,2024-06-11 22:00:07,1718143207,2024-06-11T22:00:07
,24.87,1168.0,24.94,4095.0,25.12,0.0,25.12,0.0,25.0,4095.0,11.81,1718143208,2024-06-11 22:00:08,1718143208,2024-06-11T22:00:08
,24.87,1184.0,24.94,4095.0,25.12,0.0,25.12,0.0,25.0,4095.0,11.81,1718143209,2024-06-11 22:00:09,1718143209,2024-06-11T22:00:09
,24.87,1184.0,24.94,4095.0,25.12,0.0,25.12,0.0,25.0,4095.0,11.81,1718143210,2024-06-11 22:00:10,1718143210,2024-06-11T22:00:10
,24.87,1184.0,25.0,4095.0,25.12,0.0,25.12,0.0,25.06,4095.0,11.81,1718143211,2024-06-11 22:00:11,1718143211,2024-06-11T22:00:11
,24.87,1200.0,25.0,4095.0,25.12,0.0,25.12,0.0,25.06,2039.0,11.81,1718143212,2024-06-11 22:00:12,1718143212,2024-06-11T22:00:12
,24.87,1200.0,25.0,4095.0,25.12,0.0,25.12,0.0,25.06,2039.0,11.81,1718143213,2024-06-11 22:00:13,1718143213,2024-06-11T22:00:13
,24.87,1216.0,25.0,4095.0,25.12,0.0,25.12,0.0,25.06,2031.0,11.81,1718143214,2024-06-11 22:00:14,1718143214,2024-06-11T22:00:14
